json_id,influencer_name,sponsored,brand,gender_bias_score,matched_hashtag,hashtags_count
1978697940463407902,targetfanatic,1,Target,5.22,target,7
1978702885571319490,unknown,0,Target,5.22,targetstyle,15
1978737016602865423,unknown,0,Target,5.22,targetstyle,14
1978751843779371447,unknown,0,Target,5.22,target,20
1978783883277424181,mrslaneylou,0,Target,5.22,targetstyle,7
1978920173244791316,unknown,1,Target,5.22,target,30
1978959326567493631,unknown,1,Target,5.23,target,29
1979111978228251623,unknown,1,Target,5.23,target,30
1979163641879875681,unknown,1,Target,5.23,target,29
1979171176794238080,unknown,0,Target,5.22,targetstyle,30
1979212385721860984,unknown,0,Target,5.22,targetstyle,29
1979221786969237396,unknown,1,Target,5.22,target,29
1979238910081067079,unknown,0,Target,5.23,targetstyle,22
1979257832910019372,unknown,0,Target,5.22,target,31
1979273314396398275,ambernicolefashion,0,Target,5.23,targetstyle,29
1979280516125490357,shellbell_taylor_,0,Target,5.22,targetstyle,8
1979284626954406126,unknown,0,Target,5.23,target,29
1979311591188826724,unknown,0,Target,5.22,target,20
1979346796884682695,unknown,0,Target,5.23,target,23
1979354095434515770,unknown,0,Target,5.22,targetstyle,4
1979379731379906657,unknown,0,Target,5.22,target,3
1979390720407292566,lifelutzurious,0,Target,5.23,targetstyle,15
1979405082342220482,unknown,0,Target,5.23,targetstyle,24
1979453518851067365,peoniesandpeeptoes,1,Target,5.23,targetstyle,8
1979465664649744388,unknown,0,Target,5.23,targetstyle,19
1979474606167251001,ambernicolefashion,0,Target,5.22,target,28
1979485813867744408,unknown,0,Target,5.22,targetstyle,30
1979523648427410324,unknown,0,Target,5.22,target,29
1979831578775776318,lovingbeautyandlife,0,Target,5.23,targetstyle,17
1979855458458217302,unknown,0,Target,5.23,targetstyle,16
1979877927303944922,unknown,0,Target,5.22,targetstyle,16
1979885210494760885,unknown,0,Target,5.22,targetstyle,24
1979922995963085940,unknown,0,Target,5.22,target,8
1979930778898138719,unknown,0,Target,5.23,targetstyle,4
1979943991258186105,unknown,0,Target,5.22,targetstyle,30
1979947993444509930,unknown,0,Target,5.23,targetstyle,14
1979964308246785783,unknown,0,Target,5.22,targetstyle,20
1979965259642059467,unknown,0,Target,5.23,targetstyle,28
1979982933959783414,unknown,1,Target,5.23,target,20
1979987547888984611,jamialix,0,Target,5.22,targetstyle,5
1980019756971238088,unknown,0,Target,5.23,targetstyle,21
1980041960694928122,unknown,0,Target,5.22,target,30
1980087780983578271,unknown,0,Target,5.23,targetstyle,20
1980088660260582929,sulamitaiva,0,Target,5.22,targetstyle,25
1980118624920585628,unknown,0,Target,5.22,target,24
1980156889295861411,unknown,0,Target,5.22,targetstyle,13
1980160591097758026,barracobrasil,1,Target,5.22,target,8
1980233376858352494,unknown,0,Target,5.23,targetstyle,4
1980259767838329924,unknown,0,Target,5.23,target,8
1980267937203727318,unknown,0,Target,5.23,targetstyle,3
1980350488218002958,unknown,0,Target,5.22,targetstyle,19
1980498947428351841,unknown,1,Target,5.22,target,29
1980560869968334999,unknown,0,Target,5.23,targetstyle,28
1980624389457865325,toytinyblog,0,Target,5.23,target,16
1980677942925289196,unknown,0,Target,5.23,targetstyle,25
1980724595675569032,msnataliejean,1,Target,5.22,target,9
1980730273530001594,unknown,1,Target,5.22,target,30
1980733927012055300,unknown,0,Target,5.22,target,4
1980738369851903358,unknown,1,Target,5.22,target,29
1980742791973816512,unknown,0,Target,5.22,targetstyle,28
1980755057068286384,golden_essential,0,Target,5.23,targetstyle,29
1980763163104304245,unknown,0,Target,5.23,targetstyle,14
1980790130725821473,unknown,1,Target,5.22,target,29
1980890511577495576,unknown,0,Target,5.23,targetstyle,20
1980898563483381302,unknown,0,Target,5.22,targetstyle,30
1980900575180728393,unknown,0,Target,5.23,targetstyle,15
1980941532158256929,unknown,0,Target,5.23,targetstyle,14
1980977016379628651,unknown,0,Target,5.23,targetstyle,27
1981286290800412884,unknown,0,Target,5.23,targetstyle,8
1981335260784348706,unknown,1,Target,5.23,target,29
1981347131622944170,unknown,0,Target,5.22,targetstyle,15
1981349685492165481,unknown,0,Target,5.22,target,27
1981385903951918026,unknown,0,Target,5.23,targetstyle,16
1981449746637515145,sarah.rae.mayne,0,Target,5.22,targetstyle,4
1981496618244350136,unknown,0,Target,5.22,target,8
1981503897407213874,unknown,0,Target,5.23,targetstyle,28
1981513480662256315,unknown,0,Target,5.22,targetstyle,20
1981520745876356455,unknown,1,Target,5.22,targetstyle,5
1981552150223806668,dressedfortime,0,Target,5.22,targetstyle,22
1981566608685963997,unknown,0,Target,5.23,targetstyle,30
1981577793955440848,unknown,0,Target,5.22,targetstyle,23
1981628994403233817,unknown,0,Target,5.23,targetstyle,21
1981642979722826191,unknown,0,Target,5.22,targetstyle,4
1981685059689860754,unknown,0,Target,5.22,targetstyle,19
1981685510694782530,unknown,0,Target,5.22,target,24
1981690608905353356,unknown,0,Target,5.23,target,12
1981709020097731532,unknown,0,Target,5.22,target,15
1981791774915197318,unknown,0,Target,5.22,target,14
1981814093341811442,unknown,0,Target,5.23,target,31
1981874945145165115,unknown,0,Target,5.22,target,3
1982003423721167885,unknown,1,Target,5.22,target,29
1982016718240079209,unknown,0,Target,5.22,targetstyle,30
1982028173411581415,unknown,0,Target,5.23,targetstyle,23
1982034411726981827,unknown,0,Target,5.22,target,3
1982045685520149056,unknown,0,Target,5.23,targetstyle,25
1982053964473727306,unknown,0,Target,5.23,targetstyle,16
1982057312835117031,unknown,0,Target,5.23,target,28
1982071995391808249,unknown,0,Target,5.22,targetstyle,20
1982106075404354552,unknown,0,Target,5.22,target,15
1982124951683462937,rocknessa,0,Target,5.23,target,5
1982128817589807643,unknown,0,Target,5.22,targetstyle,5
1982150346283066867,unknown,0,Target,5.22,targetstyle,29
1982162971052293269,unknown,0,Target,5.23,targetstyle,25
1982178312440666884,thesproutingminds,1,Target,5.22,target,14
1982220771128681000,unknown,1,Target,5.23,target,30
1982235130605095199,withlovelilyrose,0,Target,5.23,targetstyle,18
1982241687310530535,unknown,0,Target,5.22,targetstyle,30
1982243134284819525,unknown,0,Target,5.22,targetstyle,17
1982256480031693624,bellarosedunn1,0,Target,5.23,target,23
1982264425571954072,unknown,0,Target,5.22,target,15
1982265147393297090,unknown,0,Target,5.22,targetstyle,27
1982269941073458754,unknown,0,Target,5.22,targetstyle,25
1982279458685928494,unknown,0,Target,5.22,targetstyle,28
1982279876807312481,ice_vanity,0,Target,5.23,target,23
1982320745528627540,unknown,0,Target,5.22,target,15
1982322493846757049,unknown,0,Target,5.22,targetstyle,23
1982332143321310840,unknown,0,Target,5.23,target,3
1982361985098446610,unknown,0,Target,5.22,targetstyle,18
1982362297011699713,unknown,0,Target,5.23,targetstyle,28
1982364557372480370,unknown,1,Target,5.23,targetstyle,30
1982366125448255604,unknown,0,Target,5.23,targetstyle,21
1982382369273023076,unknown,0,Target,5.22,target,20
1982389566901782426,unknown,0,Target,5.22,targetstyle,10
1982393914874994294,unknown,0,Target,5.23,targetstyle,3
1982406050977210619,unknown,0,Target,5.23,targetstyle,30
1982406714214838879,unknown,0,Target,5.22,target,15
1982407608272000319,unknown,0,Target,5.22,targetstyle,14
1982459321287635439,unknown,0,Target,5.22,targetstyle,5
1982473547973801707,unknown,0,Target,5.23,targetstyle,8
1982719916340890470,unknown,0,Target,5.22,target,19
1982758723860808471,unknown,0,Target,5.23,targetstyle,16
1982799759799666225,unknown,0,Target,5.23,targetstyle,5
1982832007838819057,unknown,0,Target,5.22,targetstyle,5
1982844449251662138,unknown,0,Target,5.22,target,19
1982887477467384284,unknown,1,Target,5.22,target,29
1982936890848016719,unknown,1,Target,5.22,target,28
1982946837951991129,sulamitaiva,0,Target,5.23,targetstyle,17
1983045087843834717,unknown,0,Target,5.22,targetstyle,28
1983061524306142603,unknown,0,Target,5.22,target,23
1983071230445512118,unknown,0,Target,5.22,targetstyle,5
1983096427114403757,unknown,0,Target,5.22,targetstyle,26
1983099652586398493,unknown,0,Target,5.22,targetstyle,30
1983109675571110680,unknown,0,Target,5.22,targetstyle,16
1983131781382419392,loveandloathingla,0,Target,5.23,targetstyle,4
1983153678341090862,unknown,0,Target,5.22,targetstyle,30
1983156416558482271,unknown,1,Target,5.22,targetstyle,30
1983312201397679423,unknown,1,Target,5.22,target,29
1983317579453112596,addicted_to_bargains,1,Target,5.22,target,17
1983429801923793548,unknown,0,Target,5.23,target,18
1983483802974291459,unknown,0,Target,5.23,targetstyle,22
1983523946910705795,unknown,0,Target,5.22,target,27
1983526432068046140,unknown,0,Target,5.22,target,4
1983574619294298222,unknown,1,Target,5.23,targetstyle,12
1983604458898470442,spookyfatbabe,0,Target,5.22,targetstyle,19
1983627992937891421,unknown,0,Target,5.22,targetstyle,30
1983633476401948851,unknown,1,Target,5.23,target,29
1983753895624820937,kaysewhite,0,Target,5.23,targetstyle,11
1983776273016764436,unknown,0,Target,5.23,target,15
1983795983292746142,unknown,0,Target,5.22,targetstyle,27
1983807317845781785,unknown,0,Target,5.22,targetstyle,20
1983810288990226875,unknown,0,Target,5.22,targetstyle,25
1983819469962562444,unknown,0,Target,5.23,target,21
1983836680725075401,unknown,0,Target,5.22,targetstyle,11
1983843279950924672,unknown,0,Target,5.23,targetstyle,30
1983875085124288663,unknown,0,Target,5.22,targetstyle,29
1983881969292852637,unknown,0,Target,5.23,targetstyle,30
1983948718933380822,unknown,0,Target,5.22,target,9
1983979033247031674,unknown,0,Target,5.22,targetstyle,22
1983994396932296957,unknown,0,Target,5.22,targetstyle,2
1984203977848676039,unknown,0,Target,5.23,target,10
1984220638185195963,unknown,0,Target,5.22,targetstyle,21
1984228747192556012,unknown,0,Target,5.23,target,22
1984239452970312227,thiswildheart,0,Target,5.22,target,28
1984306149020800260,unknown,0,Target,5.23,targetstyle,14
1984306653144415512,unknown,0,Target,5.23,targetstyle,21
1984334444140716909,unknown,0,Target,5.23,targetstyle,30
1984354365474709569,unknown,0,Target,5.22,target,10
1984366822061018593,unknown,0,Target,5.23,targetstyle,10
1984379882955698477,unknown,0,Target,5.23,targetstyle,21
1984381759797670031,unknown,0,Target,5.22,target,23
1984405091437566552,unknown,1,Target,5.23,target,13
1984507907576079639,unknown,0,Target,5.22,target,18
1984558046663330620,unknown,0,Target,5.22,targetstyle,10
1984562629914735391,unknown,0,Target,5.22,targetstyle,25
1984588616050946730,peoniesandpeeptoes,0,Target,5.23,targetstyle,7
1984589497576708189,unknown,0,Target,5.22,targetstyle,20
1984620859169291800,unknown,0,Target,5.23,targetstyle,20
1984644410176025072,unknown,0,Target,5.22,targetstyle,11
1984853019792774887,oshae_monae,1,Target,5.22,target,30
1984927724388694477,unknown,1,Target,5.22,target,29
1984933290247124810,unknown,0,Target,5.23,targetstyle,15
1984943054100348324,unknown,0,Target,5.22,targetstylehome,27
1984965083112992046,unknown,0,Target,5.23,targetstyle,26
1984989923610180709,unknown,0,Target,5.22,targetstyle,19
1984998401464606396,unknown,0,Target,5.22,targetstyle,14
1984999000521475946,unknown,0,Target,5.23,targetstyle,6
1985033344898959765,unknown,0,Target,5.23,targetstyle,24
1985049530636033683,janetteewen,1,Target,5.22,target,4
1985229714982489827,unknown,0,Target,5.22,targetstyle,27
1985243828051203230,unknown,0,Target,5.22,targetstyle,21
1985257602449042025,unknown,0,Target,5.22,target,5
1985271586181512614,unknown,0,Target,5.23,targetstyle,19
1985274898842699663,unknown,0,Target,5.22,targetstyle,21
1985285591146868400,unknown,0,Target,5.22,target,28
1985297593231985931,unknown,0,Target,5.23,targetstyle,29
1985445141700419132,unknown,0,Target,5.22,targetstyle,11
1985684677620594395,jolieandgrace,1,Target,5.23,target,17
1985692737772759999,unknown,1,Target,5.23,target,19
1985716323201027815,unknown,0,Target,5.23,target,18
1985717969690550646,unknown,0,Target,5.22,target,30
1985748878684401219,unknown,0,Target,5.23,targetstyle,29
1985761999086401209,thesimplemommyscene,1,Target,5.22,target,8
1985766981199243945,unknown,0,Target,5.22,targetstyle,28
1985788692393198108,unknown,0,Target,5.22,targetstyle,29
1985833373727017901,deesignplay,0,Target,5.22,targetstyle,31
1985977338304133002,unknown,0,Target,5.23,targetstyle,17
1985980970461121871,unknown,0,Target,5.22,targetstyle,22
1986006680623438147,unknown,0,Target,5.22,targetstyle,7
1986095275680339701,unknown,0,Target,5.23,target,9
1986173211066382731,unknown,0,Target,5.22,targetstyle,8
1986241245688799523,lewise_sw,1,Target,5.22,target,29
1986335426058710737,unknown,0,Target,5.23,targetstyle,10
1986335802287801529,unknown,0,Target,5.23,targetstyle,10
1986356104715579845,unknown,0,Target,5.23,targetstyle,27
1986363376548202279,unknown,0,Target,5.22,target,9
1986404301102206141,unknown,1,Target,5.22,target,29
1986407551729876448,unknown,0,Target,5.23,targetstyle,8
1986429198901885341,unknown,0,Target,5.23,targetstyle,7
1986433676514450887,unknown,0,Target,5.23,target,29
1986471424521214171,unknown,0,Target,5.22,targetstyle,27
1986477754572657542,hails_world,1,Target,5.23,targetstyle,3
1986524301851194156,unknown,0,Target,5.23,targetstyle,14
1986526553447399321,unknown,0,Target,5.22,targetstyle,29
1986542266308615902,unknown,0,Target,5.23,target,20
1986549878322465539,unknown,1,Target,5.23,target,20
1986557977113916606,unknown,0,Target,5.22,targetstyle,28
1986559949736864005,unknown,0,Target,5.23,targetstyle,25
1986570958367226197,unknown,0,Target,5.22,targetstyle,29
1986599872085715946,unknown,0,Target,5.22,targetstyle,6
1986606285698425088,oshae_monae,0,Target,5.22,target,29
1986624246127705844,zooeyinthecity,1,Target,5.22,targetstyle,3
1986632459606659500,unknown,1,Target,5.23,target,20
1986690573431581336,unknown,0,Target,5.22,target,14
1986702397091024264,unknown,0,Target,5.22,targetstyle,25
1986723120032419862,unknown,0,Target,5.23,targetstyle,12
1986775825856524588,unknown,0,Target,5.22,targetstyle,30
1986971554772371529,unknown,1,Target,5.22,target,29
1987077450621783999,unknown,0,Target,5.22,target,8
1987090168917585053,unknown,1,Target,5.23,target,29
1987115494125191335,millieandmommie,0,Target,5.22,targetstyle,27
1987119590433814138,unknown,0,Target,5.22,target,24
1987132223568352878,unknown,1,Target,5.22,targetstyle,20
1987141978520907445,unknown,0,Target,5.22,targetstyle,30
1987153260972090550,angieknowsthetruth,0,Target,5.22,targetstyle,12
1987156001111093415,unknown,0,Target,5.23,target,11
1987202209103802950,unknown,0,Target,5.22,target,26
1987208238132429677,unknown,0,Target,5.22,target,18
1987249167300084039,unknown,0,Target,5.22,target,30
1987252643269304289,thesimplemoms,0,Target,5.23,targetstyle,1
1987276478844266452,smiling_notes,0,Target,5.23,targetstyle,20
1987308156266936542,unknown,0,Target,5.22,targetstyle,5
1987313091477712101,unknown,1,Target,5.22,targetstyle,11
1987355065187759077,fashionablyfifty,0,Target,5.22,targetstyle,14
1987362113361982945,thislifestyled,1,Target,5.23,target,17
1987370980707678048,unknown,0,Target,5.22,target,28
1987371305272818321,nikkibeautybliss,0,Target,5.22,targetstyle,15
1987389441828678221,unknown,0,Target,5.23,target,28
1987423114136397794,unknown,0,Target,5.22,targetstyle,25
1987470764433159882,annielinco,1,Target,5.23,target,6
1987474322528377975,unknown,0,Target,5.23,targetstyle,27
1987486567555870987,unknown,0,Target,5.23,target,23
1987493991481874030,unknown,0,Target,5.23,targetstyle,23
1987594887729534252,ashley.arden,0,Target,5.22,targetstyle,14
1987642709011088722,unknown,1,Target,5.23,target,29
1987832662689529598,unknown,0,Target,5.22,targetstyle,22
1987881388522784061,theupstatemama,1,Target,5.22,target,30
1987882533030947915,unknown,1,Target,5.22,target,25
1987932291158225591,unknown,0,Target,5.22,targetstyle,4
1987953430802633352,unknown,0,Target,5.22,targetstyle,30
1987960993703394421,unknown,0,Target,5.23,targetstyle,2
1987978353667273649,unknown,0,Target,5.22,targetstyle,17
1987990362203179386,unknown,0,Target,5.23,target,16
1988031237566204687,unknown,0,Target,5.22,targetstyle,16
1988066285214080214,unknown,0,Target,5.23,targetstyle,27
1988072054714045310,unknown,0,Target,5.22,targetstyle,4
1988104154175537032,unknown,0,Target,5.22,targetstyle,26
1988153337245438853,unknown,0,Target,5.23,targetstyle,20
1988174741770200392,unknown,0,Target,5.22,targetstyle,9
1988189801459195674,unknown,1,Target,5.22,targetstyle,14
1988199071105420123,unknown,1,Target,5.22,targetstyle,30
1988200860656928873,unknown,0,Target,5.22,targetstyle,14
1988212388298361733,unknown,0,Target,5.23,targetstyle,14
1988220264665406323,unknown,0,Target,5.23,targetstyle,18
1988222151790067654,unknown,0,Target,5.23,targetstyle,28
1988411293643788123,unknown,1,Target,5.22,target,29
1988533366093310465,unknown,0,Target,5.22,targetstyle,10
1988560933300395704,tiakirby,1,Target,5.23,target,12
1988569255209344395,stangandco,0,Target,5.22,targetstyle,21
1988588759645468067,mixitupwithcurves,0,Target,5.22,targetstyle,23
1988648841188298241,unknown,0,Target,5.22,targetstyle,13
1988649410952053096,mynextwanderlust,0,Target,5.23,targetstyle,27
1988696422951639708,unknown,0,Target,5.23,targetstyle,30
1988709531475232257,unknown,0,Target,5.22,targetstyle,30
1988713022580821822,unknown,0,Target,5.22,target,13
1988717843320688224,unknown,0,Target,5.22,target,20
1988722233623025003,unknown,1,Target,5.22,target,29
1988792733231149786,deesignplay,0,Target,5.23,targetstyle,25
1988800700762793634,lewise_sw,1,Target,5.23,target,29
1988828833999831270,katiemeshko,0,Target,5.23,targetstyle,29
1988851487853441306,unknown,0,Target,5.22,targetstyle,12
1988859252082305694,unknown,0,Target,5.23,targetstyle,14
1988867902589544130,unknown,0,Target,5.22,targetstyle,22
1988883623209979870,unknown,0,Target,5.22,targetstyle,26
1988887253220571054,unknown,0,Target,5.23,targetstyle,22
1988895487260116396,unknown,0,Target,5.23,targetstyle,1
1988904166684335878,unknown,0,Target,5.22,targetstyle,14
1988922880779602787,unknown,0,Target,5.23,targetstyle,13
1988935648827959939,unknown,0,Target,5.22,targetstyle,27
1988937738329874575,unknown,0,Target,5.23,targetstyle,15
1988938735013862799,unknown,0,Target,5.22,targetstyle,28
1988965477812164151,unknown,0,Target,5.22,targetstyle,29
1988990376710753136,unknown,0,Target,5.23,targetstyle,30
1989015569472314052,unknown,0,Target,5.22,targetstyle,21
1989248462731766098,unknown,0,Target,5.22,target,16
1989249700394780528,unknown,0,Target,5.23,targetstyle,5
1989273501777180007,puremomblog,1,Target,5.22,target,29
1989286291652568791,unknown,0,Target,5.22,target,30
1989338806695974832,unknown,0,Target,5.22,targetstyle,17
1989526332979291873,unknown,0,Target,5.22,targetstyle,27
1989556623932559414,unknown,0,Target,5.22,targetstyle,15
1989589084590591119,unknown,0,Target,5.22,target,9
1989609812714908911,unknown,1,Target,5.23,target,30
1989625407774905696,unknown,0,Target,5.23,targetstyle,9
1989632246847616084,unknown,0,Target,5.23,targetstyle,13
1989645142293883838,unknown,0,Target,5.22,targetstyle,18
1989656907350104801,unknown,0,Target,5.22,targetstyle,30
1989689855681311409,unknown,0,Target,5.22,targetstyle,10
1989710491666009793,unknown,0,Target,5.22,target,20
1989718096398687117,unknown,0,Target,5.22,targetstyle,7
1989735318858227980,ashhleats,0,Target,5.22,target,5
1989959169331355514,unknown,0,Target,5.22,targetstyle,15
1989962144427706440,unknown,0,Target,5.23,targetstyle,18
1990018935370869778,unknown,0,Target,5.22,targetstyle,4
1990091425912945608,unknown,0,Target,5.23,targetstyle,7
1990099795806381741,oshae_monae,0,Target,5.22,target,30
1990158832562758597,unknown,0,Target,5.22,targetstyle,5
1990185644535421399,deesignplay,0,Target,5.23,targetstyle,27
1990193915239863710,unknown,0,Target,5.22,target,26
1990200529153900412,lostluxe,0,Target,5.23,target,5
1990216546372083222,unknown,0,Target,5.23,targetstyle,9
1990246610487213098,unknown,0,Target,5.22,targetstyle,5
1990274442673945110,unknown,0,Target,5.23,targetstyle,13
1990278325439962965,overglowedit,1,Target,5.22,targetstyle,6
1990322040264829733,unknown,0,Target,5.23,targetstyle,10
1990354955307276848,unknown,0,Target,5.22,targetstyle,15
1990362513492968190,unknown,0,Target,5.23,targetstyle,29
1990566068116052275,unknown,1,Target,5.22,target,29
1990746598895992598,unknown,0,Target,5.22,targetstyle,18
1990757685951725508,unknown,0,Target,5.23,target,25
1990760264038986530,unknown,0,Target,5.23,targetstyle,28
1990817118022873001,unknown,0,Target,5.23,target,13
1990841330699492238,unknown,1,Target,5.22,target,29
1990863417073962973,unknown,0,Target,5.22,targetstyle,21
1990875656212591643,rocknessa,1,Target,5.23,target,4
1990883622748384922,unknown,0,Target,5.22,targetstyle,14
1990914545557532071,targetfanatic,1,Target,5.22,target,11
1990920630031259742,unknown,0,Target,5.23,targetstyle,8
1990941062944084746,unknown,0,Target,5.23,target,3
1990976419928291622,unknown,0,Target,5.23,targetstyle,14
1991028894060581865,unknown,0,Target,5.22,targetstyle,22
1991046005059302176,unknown,0,Target,5.22,target,6
1991069471948073269,unknown,0,Target,5.23,targetstyle,10
1991122161489840277,unknown,0,Target,5.23,targetstyle,8
1991152001311941565,unknown,0,Target,5.23,targetstyle,13
1991475220266929927,klassicallykaytee,0,Target,5.22,targetstyle,21
1991496847315166142,unknown,0,Target,5.22,target,26
1991535150370698013,unknown,0,Target,5.22,target,24
1991578248221081484,unknown,0,Target,5.23,targetstyle,6
1991599416001007451,unknown,0,Target,5.23,targetstyle,2
1991600922670614938,deesignplay,0,Target,5.22,targetstyle,24
1991651214370102110,unknown,0,Target,5.22,targetstyle,7
1991655321608886566,unknown,0,Target,5.23,targetstyle,27
1991662655911467959,unknown,0,Target,5.23,target,17
1991719761360224421,unknown,0,Target,5.23,targetstyle,7
1991750682492179544,unknown,0,Target,5.22,targetstyle,14
1991781237392154357,unknown,0,Target,5.23,targetstyle,28
1991785346106902494,unknown,0,Target,5.23,targetstyle,20
1991801022175338272,unknown,1,Target,5.23,target,9
1991801164900123511,unknown,0,Target,5.22,targetstyle,9
1991802930207796777,unknown,0,Target,5.22,targetstyle,14
1991824865435679867,unknown,0,Target,5.22,targetstyle,6
1991833209282669722,unknown,0,Target,5.23,targetstyle,25
1991854310262129854,unknown,0,Target,5.22,target,3
1991886252319789859,unknown,0,Target,5.22,target,26
1992175372556438122,unknown,0,Target,5.22,targetstyle,17
1992201143761204456,unknown,0,Target,5.23,targetstyle,7
1992225724447441479,unknown,0,Target,5.22,target,30
1992275168260763985,unknown,0,Target,5.23,targetstyle,4
1992335556482221595,unknown,1,Target,5.22,target,29
1992371903232127801,unknown,0,Target,5.22,targetstyle,25
1992375543149248273,unknown,0,Target,5.22,targetstyle,5
1992465415137154305,unknown,0,Target,5.23,targetstyle,23
1992466848658328944,unknown,1,Target,5.22,target,30
1992506671217741188,everbstyled,0,Target,5.22,targetstyle,14
1992510519459126177,unknown,0,Target,5.22,target,29
1992512720200558009,unknown,0,Target,5.23,targetstyle,24
1992534946094510268,unknown,0,Target,5.22,targetstyle,29
1992544045569930985,unknown,0,Target,5.22,targetstyle,30
1992559184256145584,unknown,0,Target,5.23,targetstyle,23
1992562977073839468,unknown,0,Target,5.23,targetstyle,9
1992587347557819432,unknown,0,Target,5.22,target,13
1992642231474940089,unknown,0,Target,5.22,targetstyle,8
1992895769956315670,unknown,0,Target,5.23,targetstyle,23
1992906348785868382,unknown,0,Target,5.23,targetstyle,7
1993017916762517116,lifewithlibby,0,Target,5.22,targetstyle,6
1993062896652863734,unknown,0,Target,5.23,targetstyle,6
1993089842455686468,ourstyleinprogress,0,Target,5.22,target,24
1993110376627292105,jodieemarieee,0,Target,5.22,target,3
1993136886425030176,unknown,0,Target,5.23,target,23
1993150758414873564,unknown,0,Target,5.22,target,30
1993180104491835223,unknown,0,Target,5.23,target,13
1993232114607690095,unknown,0,Target,5.23,targetstyle,28
1993238452367699414,unknown,0,Target,5.22,targetstyle,22
1993246700390831995,unknown,0,Target,5.22,targetstyle,30
1993249850136789219,unknown,0,Target,5.23,targetstyle,28
1993253196176314610,latteswithliz,0,Target,5.23,targetstyle,12
1993274260006080384,unknown,0,Target,5.23,targetstyle,14
1993295921933536322,unknown,0,Target,5.22,targetstyle,30
1993309319487179894,unknown,0,Target,5.22,targetstyle,12
1993583200795244657,unknown,0,Target,5.22,targetstyle,21
1993588148110992206,unknown,0,Target,5.23,targetstyle,6
1993621666061519184,unknown,1,Target,5.22,target,10
1993627682648086137,unknown,0,Target,5.22,target,28
1993674649506066618,accordingtoblaire,0,Target,5.23,targetstyle,18
1993685377973651974,unknown,0,Target,5.22,targetstyle,27
1993733777322635454,unknown,0,Target,5.22,targetstyle,16
1993785593611668328,unknown,0,Target,5.23,target,9
1993823441299737157,unknown,0,Target,5.22,target,22
1993839385962985465,unknown,0,Target,5.22,targetstyle,12
1993861530178785848,unknown,0,Target,5.23,targetstyle,25
1993884035671311060,unknown,0,Target,5.23,targetstyle,7
1993890983477085870,angieknowsthetruth,0,Target,5.22,targetstyle,22
1993914515275847029,unknown,0,Target,5.23,target,17
1993950406446712790,unknown,0,Target,5.23,targetstyle,27
1993959330692915946,unknown,0,Target,5.23,targetstyle,22
1993960365729433977,unknown,0,Target,5.23,targetstyle,16
1993975861025263274,unknown,0,Target,5.23,targetstyle,4
1993996922679072246,latteswithliz,0,Target,5.23,targetstyle,13
1994001034885095385,unknown,0,Target,5.22,targetstyle,26
1994007513531882443,unknown,0,Target,5.23,target,28
1994019725440844360,unknown,0,Target,5.23,targetstyle,15
1994019856294496712,unknown,0,Target,5.22,targetstyle,17
1994040638106216617,unknown,0,Target,5.22,target,25
1994348967257026815,unknown,0,Target,5.23,targetstyle,27
1994354280317733324,unknown,0,Target,5.22,targetstyle,7
1994372245769770469,unknown,0,Target,5.22,targetstyle,5
1994375072923715928,unknown,0,Target,5.22,targetstyle,14
1994389107710795351,unknown,0,Target,5.23,targetstyle,7
1994390774107975180,unknown,0,Target,5.23,targetstyle,14
1994395896561730420,unknown,1,Target,5.23,targetstyle,27
1994400299692181390,unknown,1,Target,5.22,target,4
1994440284099972146,unknown,1,Target,5.22,targetstyle,8
1994469380693189127,unknown,0,Target,5.22,targetstyle,19
1994477767077814637,unknown,0,Target,5.22,target,19
1994480148376581741,unknown,0,Target,5.23,targetstyle,2
1994498345741567005,unknown,0,Target,5.22,target,5
1994507198584898727,unknown,0,Target,5.22,targetstyle,10
1994518902505055196,unknown,0,Target,5.23,targetstyle,24
1994580748547638768,unknown,0,Target,5.23,targetstyle,8
1994694567873725104,unknown,0,Target,5.22,targetstyle,21
1994705552111633290,unknown,0,Target,5.22,targetstyle,30
1994709288890761934,unknown,0,Target,5.23,targetstyle,28
1994728038463431013,unknown,0,Target,5.23,target,29
1994777458042079366,unknown,0,Target,5.23,targetstyle,27
1995078027385780813,unknown,0,Target,5.22,targetstyle,16
1995119440191504902,unknown,1,Target,5.22,target,30
1995127603414833475,onlygirl4boyz,1,Target,5.23,targetstyle,23
1995132251540618198,unknown,0,Target,5.22,targetstyle,23
1995133068398271708,kaysewhite,0,Target,5.22,targetstyle,20
1995138706943962343,unknown,0,Target,5.22,target,3
1995208326601836181,unknown,0,Target,5.22,targetstyle,29
1995237577158142578,tristapeterson_,1,Target,5.22,target,5
1995238968551214739,unknown,0,Target,5.22,targetstyle,25
1995321695075719932,unknown,0,Target,5.22,targetstyle,22
1995330879291102475,unknown,0,Target,5.22,targetstyle,27
1995343731074712140,unknown,0,Target,5.22,target,11
1995367016509709137,unknown,0,Target,5.22,targetstyle,30
1995399496242293831,unknown,0,Target,5.23,targetstyle,27
1995416619446240070,unknown,1,Target,5.22,targetstyle,6
1995421278462685301,unknown,0,Target,5.22,targetstyle,16
1995449887299130946,unknown,0,Target,5.22,target,2
1995501510901706170,unknown,0,Target,5.22,targetstyle,27
1995527712273483758,unknown,0,Target,5.23,target,24
1995544416409794742,unknown,0,Target,5.23,targetstyle,3
